2,24,4.79,0.41,0,0,0,5,19,135B,2019,Spring
3,24,4.38,1.01,1,0,3,5,15,135B,2019,Spring
4,24,4.17,1.19,1,1,5,2,14,135B,2019,Spring
5,24,4.13,1.06,0,2,5,4,12,135B,2019,Spring
6,24,4.38,0.92,0,1,4,4,15,135B,2019,Spring
7,24,4.38,0.88,0,1,3,6,14,135B,2019,Spring
8,24,4.38,0.92,0,1,4,4,15,135B,2019,Spring
9,24,3.83,1.27,1,3,6,3,11,135B,2019,Spring
10,24,4.46,0.78,0,1,1,8,14,135B,2019,Spring
11,24,4.42,0.78,0,0,4,6,14,135B,2019,Spring
12,24,4.54,0.78,0,1,1,6,16,135B,2019,Spring
13,24,4.42,0.93,1,0,1,8,14,135B,2019,Spring
14,24,4.46,0.83,0,1,2,6,15,135B,2019,Spring
15,24,4.25,1.03,0,2,4,4,14,135B,2019,Spring
16,24,4.33,0.92,0,2,1,8,13,135B,2019,Spring
17,24,4.57,0.73,0,0,3,4,16,135B,2019,Spring
18,24,4.48,0.85,0,1,2,5,15,135B,2019,Spring
19,24,4.38,0.82,0,1,2,8,13,135B,2019,Spring
20,24,4.52,0.85,0,1,2,4,16,135B,2019,Spring
21,24,4.54,0.83,0,1,2,4,17,135B,2019,Spring
22,24,4.48,0.99,0,2,2,2,17,135B,2019,Spring
23,24,4.64,0.66,0,0,2,4,16,135B,2019,Spring
24,24,4.75,0.53,0,0,1,4,19,135B,2019,Spring
25,24,4.46,0.83,0,1,2,6,15,135B,2019,Spring
1,8,5,0,0,0,0,0,8,180,2019,Spring
2,8,5,0,0,0,0,0,8,180,2019,Spring
3,8,5,0,0,0,0,0,8,180,2019,Spring
4,8,4.88,0.35,0,0,0,1,7,180,2019,Spring
5,8,5,0,0,0,0,0,8,180,2019,Spring
6,8,5,0,0,0,0,0,8,180,2019,Spring
7,8,4.75,0.46,0,0,0,2,6,180,2019,Spring
8,8,4.75,0.46,0,0,0,2,6,180,2019,Spring
9,8,4.88,0.35,0,0,0,1,7,180,2019,Spring
10,8,5,0,0,0,0,0,8,180,2019,Spring
11,8,5,0,0,0,0,0,8,180,2019,Spring
12,8,5,0,0,0,0,0,8,180,2019,Spring
13,8,5,0,0,0,0,0,8,180,2019,Spring
14,8,5,0,0,0,0,0,8,180,2019,Spring
15,8,5,0,0,0,0,0,8,180,2019,Spring
16,8,5,0,0,0,0,0,8,180,2019,Spring
17,7,5,0,0,0,0,0,7,180,2019,Spring
18,7,5,0,0,0,0,0,7,180,2019,Spring
19,7,5,0,0,0,0,0,7,180,2019,Spring
20,8,5,0,0,0,0,0,8,180,2019,Spring
21,8,5,0,0,0,0,0,8,180,2019,Spring
22,8,4.75,0.71,0,0,1,0,7,180,2019,Spring
23,8,5,0,0,0,0,0,8,180,2019,Spring
24,8,5,0,0,0,0,0,8,180,2019,Spring
25,8,5,0,0,0,0,0,8,180,2019,Spring
1,2,5,0,0,0,0,0,2,396,2019,Spring
2,2,5,0,0,0,0,0,2,396,2019,Spring
3,2,5,0,0,0,0,0,2,396,2019,Spring
4,2,5,0,0,0,0,0,2,396,2019,Spring
5,2,5,0,0,0,0,0,2,396,2019,Spring
6,2,5,0,0,0,0,0,2,396,2019,Spring
7,2,5,0,0,0,0,0,2,396,2019,Spring
8,2,5,0,0,0,0,0,2,396,2019,Spring
9,2,5,0,0,0,0,0,2,396,2019,Spring
10,2,5,0,0,0,0,0,2,396,2019,Spring
11,2,5,0,0,0,0,0,2,396,2019,Spring
12,2,5,0,0,0,0,0,2,396,2019,Spring
13,2,5,0,0,0,0,0,2,396,2019,Spring
14,2,5,0,0,0,0,0,2,396,2019,Spring
15,2,5,0,0,0,0,0,2,396,2019,Spring
16,2,5,0,0,0,0,0,2,396,2019,Spring
17,2,5,0,0,0,0,0,2,396,2019,Spring
18,2,5,0,0,0,0,0,2,396,2019,Spring
19,2,5,0,0,0,0,0,2,396,2019,Spring
20,2,5,0,0,0,0,0,2,396,2019,Spring
21,2,5,0,0,0,0,0,2,396,2019,Spring
22,2,5,0,0,0,0,0,2,396,2019,Spring
23,2,5,0,0,0,0,0,2,396,2019,Spring
24,2,5,0,0,0,0,0,2,396,2019,Spring
25,2,5,0,0,0,0,0,2,396,2019,Spring
